SMILES	MolWt	LogP	HBD	HBA	RotatableBonds	TPSA	Volume	LipinskiViolations	NumAtoms
O=C(O)c1cccc2ncn(-c3ccccc3)c12	238.25	2.72	1	3	2	55.12	143.42	0	18
CN(CCO)c1ncc(C(=O)Nc2ccc(SC(F)(F)F)cc2)cc1-c1cncc(F)c1	466.46	4.58	2	6	7	78.35	280.79	0	32
COc1ccc(-c2cc3c(N[C@H](C)c4cccc(F)c4)ncnc3o2)cc1	363.39	5.21	1	5	5	60.18	218.76	1	27
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccc[nH]2)c1	448.86	4.07	3	5	6	90.48	269.95	0	31
COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC	309.37	3.57	1	5	5	56.27	186.23	0	23
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN1CCCCC1	585.48	4.77	3	7	11	108.48	351.9	1	38
COc1cc(OC)cc(N(CCC#Cc2ccccc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	489.58	5.63	0	7	7	65.3	294.71	1	37
CNC(=O)c1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	442.52	3.95	1	7	7	85.17	266.39	0	33
CCOCc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	443.55	5.12	0	7	9	65.3	267.01	1	33
CC(C)Oc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#Cc1ccccn1	567.65	3.13	1	8	6	120.86	341.72	1	42
N=c1oc2ccccc2cc1C(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21	481.49	1.02	3	8	4	154.16	289.82	0	34
CCN(CC)Cc1ccc(C)n1-c1ccc(N/C(=C2\C(=O)Nc3cc(C(=O)OC)ccc32)c2ccccc2)cc1	534.66	6.35	2	6	9	75.6	321.85	2	40
CCc1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12	308.38	3.08	2	3	3	75.01	185.64	0	23
C=CCOC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13	289.29	2.67	0	3	3	55.73	174.14	0	22
CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2	351.8	4.25	3	4	2	82.17	211.5	0	25
CC(C)Oc1cc(NC(=O)N2CCCc3ccc(C(=O)C(F)(F)F)nc32)ncc1C#N	433.39	3.87	1	6	4	108.21	260.93	0	31
FC(F)(F)c1cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc(C(F)(F)F)c1	586.36	7.98	3	4	4	61.87	352.41	2	36
Oc1ccc(Nc2ncnc3sc(-c4ccccc4)cc23)cc1	319.39	4.81	2	5	3	58.04	192.22	0	23
CN(C)C/C=C/C(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1	450.34	4.67	2	5	6	81.05	270.53	0	29
Cc1cc2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2cc1-c1ccccc1	488.62	4.12	2	7	8	100.11	294.1	0	35
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO	480.92	2.2	4	9	12	120.2	289.25	0	33
C#CCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1	399.45	3.82	0	7	6	65.3	240.46	0	30
COc1cc(OC)cc(N(CCCN2[C@H](C)CC[C@@H]2C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	500.65	5.45	0	8	9	68.54	301.38	2	37
COc1cc(N2CCC(N3CCN(CCS(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	851.98	6.38	2	13	13	146.53	512.85	3	61
CC(C)N(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1	476.43	5.48	1	6	6	61.36	286.2	1	31
CN(c1ccccc1)C(c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12	357.41	5.3	1	3	5	62.17	215.15	1	27
C=CC(=O)Nc1ccccc1C(=O)Nc1n[nH]c2cc(-c3ccc4c(c3)CCO4)ccc12	424.46	4.54	3	4	5	96.11	255.51	0	32
C=CCCCCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1	545.51	6.9	1	7	13	68.74	327.83	2	37
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F	443.41	3.52	2	9	6	119.47	266.96	0	32
Cc1cc(C)c(O)c(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1	378.45	5.38	2	2	5	52.57	227.82	1	28
COc1cc(Nc2nn3c(N[C@H](CO)Cc4ccccc4)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1	502.58	3.48	4	9	11	136.03	302.55	1	37
CCOc1ccc2cc(-c3nn(CC(C)(C)CO)c(N)c3C(N)=O)ccc2n1	383.45	2.2	3	7	7	129.28	230.84	0	28
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C(=O)c4cccc(C#N)c4)c3)cc(N3CCN(C)CC3)c2)cn1	518.62	4.6	1	7	6	94.26	312.19	1	39
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12	470.96	6.1	4	5	6	94.06	283.22	1	34
CN1CCN(Cc2nc3ccc(Nc4ncc(Cl)c(Nc5ccccc5NS(C)(=O)=O)n4)cc3[nH]2)CC1	542.07	3.61	4	9	8	131.17	326.01	1	37
CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1	451.92	5.84	4	7	5	116.85	271.78	1	32
CCC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1	459.51	2.43	1	10	5	137.71	276.63	0	34
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1	706.85	7.34	6	6	15	164.38	425.42	3	50
Cn1ncc(NCCc2ccc3c(c2)OCO3)c1C(=O)Nc1cccc(C(F)(F)F)c1	432.4	4.07	2	6	6	77.41	260.33	0	31
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(CC)NC(=O)CN(C)C	559.44	4.23	3	7	11	108.48	336.23	1	36
CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1	509.01	3.74	2	9	10	104.32	306.15	1	36
N#Cc1cnc2cc(OCCCN3CCOCC3)c(OCCCN3CCOCC3)cc2c1Nc1ccc(Cl)cc1Cl	600.55	5.36	1	9	12	92.11	360.97	2	41
COc1cc(OC)cc(N(CC#Cc2ncccc2C(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	544.54	5.65	0	8	6	78.19	327.82	2	40
CCOCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1C#N	393.47	3.92	1	8	5	98.46	236.82	0	28
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1	454.6	6.33	2	5	5	53.18	273.6	1	33
Cc1ccc(C(=O)Nc2cc(-c3cnn(C)c3)cc(C(F)(F)F)c2)cc1Nc1cc(-c2cnc3ccccc3c2)ccn1	578.6	8.02	2	6	6	84.73	348.32	2	43
COc1cc2ncnc(N(C)c3ccc(F)c(Cl)c3)c2cc1OC	347.78	4.21	0	5	4	47.48	209.09	0	24
CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2C1	431.92	4.19	1	6	5	61.36	259.7	0	29
Cc1cc(-c2ccccc2)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12	425.54	5.22	1	6	7	63.17	256.16	1	32
COc1cc2ncnc(N(C)c3ccc(Cl)cc3)c2cc1OC.Cl	366.25	4.49	0	5	4	47.48	219.92	0	24
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	392.44	2.54	3	5	2	94.04	236.25	0	29
Clc1cccc(-n2cc(-c3ccccc3NCc3ccc4c(c3)OCO4)nn2)c1	404.86	4.93	1	6	5	61.2	243.44	0	29
C[C@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O	574.53	1.38	7	6	14	221.14	345.89	2	40
CC(C)c1ccc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1	407.47	4.9	4	6	7	99.02	245.29	0	30
C=CC(=O)Nc1cccc(Cl)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1	529.81	7.14	2	6	7	85.37	318.1	2	35
COc1ccc(-c2n[nH]c3c2Cc2sc(-c4ccc(N)nc4)cc2-3)cc1	360.44	4.36	2	5	3	76.82	216.93	0	26
NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2	359.36	0.87	3	5	2	131.35	216.3	0	25
Cc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CC[C@@H](O)C2)cc1F	476.43	4.31	2	6	5	87.58	286.84	0	34
CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3	455.56	4.88	1	6	4	73.44	274.24	0	34
c1nc(N2CCC3(CCCCN3)CC2)c2nc[nH]c2n1	272.36	1.47	2	5	1	69.73	163.96	0	20
COc1cc(Nc2c(C#N)cnc3cc(C#Cc4cccc(CN(C)C)n4)ccc23)cc(OC)c1OC	493.57	4.73	1	8	7	92.53	297.12	0	37
O=C(Nc1cccc2ccccc12)c1ccc(N(CCCl)CCCl)cc1	387.31	5.38	1	2	7	32.34	232.59	1	26
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl	479.38	5.63	1	6	8	59.51	288.03	1	32
O=C1Nc2ccccc2C1=C(c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1	405.38	5.49	2	2	2	57.78	244.04	1	30
COc1cccc(CN2CCCC[C@H](NC(=O)[C@H](Cc3ccc(OP(=O)(O)O)cc3)NC(C)=O)C2=O)c1	533.52	1.91	4	6	10	154.5	321.2	1	37
CCCCOCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNCC1	494.67	4.23	2	9	9	89.94	297.74	0	35
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccco4)c3)ncnc2cc1OC	441.49	5.33	2	7	7	94.21	265.77	1	33
NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1	473.84	6.33	3	5	5	102.16	284.99	1	33
Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1	492.51	5.37	1	6	4	75.94	296.5	1	36
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(O)cc3)c3c(N)ncnc32)C1	364.41	2.13	2	7	3	110.16	219.38	0	27
CCCCn1c(-c2ccc(F)cc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12	369.4	2.59	1	6	4	77.09	222.39	0	27
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCC(C)CC1	576.74	5.28	1	8	10	92.29	347.19	2	42
CCNC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1	314.37	3.0	3	4	4	86.88	189.21	0	22
COc1ccc(-c2cc(NC(C)=O)cc(-n3cnc4cc(-c5cnn(C)c5)ccc43)c2)c(F)c1	455.49	5.2	1	6	5	73.97	274.2	1	34
COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCOCC4)ccc23)c(Cl)cc1Cl	483.4	5.9	1	6	7	70.41	290.44	1	33
C#CC(=O)Nc1ccccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1	515.36	4.78	3	7	7	117.71	309.69	1	35
C=CC(=O)Nc1cc2c(Cc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1	529.41	4.35	1	6	9	76.58	318.14	1	34
C=CC(=O)N[C@H]1CCCC[C@H]1Nc1n[nH]c2ccc(O[C@H](C)c3c(Cl)cncc3Cl)cc12	474.39	5.43	3	5	7	91.93	285.02	1	32
CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C	446.51	3.25	2	7	9	109.34	268.8	0	33
Cc1cc(=O)n2nc(SCc3cccc(C(F)(F)F)c3)nc2[nH]1	340.33	3.04	1	5	3	63.05	204.86	0	23
[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1	559.09	6.43	1	7	8	86.48	336.23	2	39
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C	357.82	5.21	1	4	5	47.04	215.12	1	25
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	1730.03	-0.3	31	16	49	713.67	1041.51	3	126
O=C(NCCc1ccccc1)P(=O)(O)O	229.17	1.12	3	2	4	86.63	137.98	0	15
Cc1cn(-c2cc(CN3CCN(C)CC3)cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)c2)cn1	572.72	5.69	2	8	8	91.21	344.76	2	43
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O	464.91	4.95	3	6	7	125.3	279.59	0	33
Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2CCCC3)cc1	350.85	4.74	1	4	4	50.7	210.92	0	25
CC(=O)Nc1ccc(Nc2nc(N3CCNCC3)nc3[nH]cnc23)cc1	352.4	1.46	4	7	4	110.86	212.15	0	26
O=C(Oc1cccc2ccccc12)c1cc(NCc2cc(O)ccc2O)ccc1O	401.42	4.79	4	6	5	99.02	241.64	0	30
C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC1=O	797.02	-3.53	12	12	16	336.88	479.84	3	56
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	326.79	4.59	1	5	4	65.77	196.45	0	23
N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4cccc(C(F)(F)F)n4)cc3)c(C(N)=O)c2N)C1	471.44	3.56	2	8	5	136.08	283.83	0	34
COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	331.17	3.54	1	5	3	59.93	198.8	0	20
Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCN4CCN(C)CC4)ncn3)c2)c1	575.72	5.09	3	9	9	103.24	346.57	2	43
O=c1[nH]c2ccccc2cc1-c1nc2ccccc2[nH]1	261.28	3.07	2	2	1	61.54	157.28	0	20
O=C1C(O)=C(c2cc(O)c(O)c(O)c2)C(=O)C(O)=C1c1ccccc1	340.29	2.19	5	7	2	135.29	204.85	0	25
COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC	391.32	5.03	1	5	4	67.17	235.6	1	28
CCOc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCO1	449.34	4.45	2	7	7	77.53	269.94	0	30
CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1	451.92	5.84	4	7	5	116.85	271.78	1	32
COc1cc2cccnc2cc1OC	189.21	2.25	0	3	2	31.35	113.9	0	14
CN1CCN(CCCNc2cc3nc(N)c(-c4c(Cl)cccc4Cl)cc3cn2)CC1	445.4	4.24	2	6	6	70.31	267.57	0	30
CCNC(=O)N1CCCc2cc(Oc3ccnc(NC(=O)c4ccc(N5C[C@@H](C)N[C@@H](C)C5)cc4)c3)ccc21	528.66	4.79	3	6	6	98.83	318.24	1	39
N#CC(C#N)=C(C#N)c1ccc(C=O)cc1	207.19	1.82	0	4	2	88.44	124.72	0	16
CNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1	565.6	4.09	2	9	7	104.1	340.51	1	41
NC[C@@H]1CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2cncnc2)C1	474.9	3.74	2	7	7	106.26	285.63	0	33
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)C(=O)NCCCc1ccccc1	491.48	1.46	5	5	12	154.06	295.89	0	34
C=CC(=O)Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2	438.29	4.83	3	6	4	88.17	263.28	0	28
COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3cc(C(F)(F)F)ccn23)n1	829.85	8.32	2	10	11	103.16	499.6	2	60
COc1cc2cc(-c3ccccc3OC)cnc2cc1OC	295.34	3.93	0	4	4	40.58	177.78	0	22
O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O	720.64	3.13	10	14	13	281.2	433.84	3	52
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1	386.48	5.51	2	5	5	66.91	232.6	1	28
C[C@@H](Nc1ncnc2sc(-c3ccc(F)c(C=O)c3)cc12)c1ccccc1	377.44	5.48	1	5	5	54.88	227.17	1	27
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	426.32	4.19	2	5	6	70.15	256.08	0	27
Cn1c(-c2csc(N/N=C\c3ccccc3)n2)nc2ccccc21	333.42	4.14	1	6	4	55.1	200.67	0	24
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N	330.19	3.3	3	5	2	89.85	198.21	0	20
C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccc(N5CCSCC5)cc4OC)nc32)c1	545.63	2.91	2	11	7	123.38	328.42	2	39
OCCn1cc(-c2cnc3ccc(N(CC4CC4)c4ccccc4)cc3n2)cn1	385.47	4.03	1	6	7	67.07	232.04	0	29
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O	1421.65	-2.05	17	20	22	519.26	855.83	3	101
COc1cc(N2CCC(N3C[C@@H](C)O[C@@H](C)C3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	744.85	7.82	2	10	9	109.15	448.39	2	55
O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1	437.57	3.06	2	7	9	79.38	263.37	0	31
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3C#N)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1	629.76	4.92	2	10	10	125.69	379.07	1	45
O=C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1	484.54	3.33	2	8	6	92.38	291.69	0	36
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C2CCC2)CCO1	489.4	5.32	1	7	7	68.74	294.06	1	33
C=CC(=O)N1CCC(c2c[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn23)CC1	455.52	4.11	2	5	6	105.72	274.21	0	34
COc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CCC(O)C2)cn1	475.43	3.27	2	8	6	109.7	286.23	0	34
C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1ccc2ccccc2c1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1	682.59	5.45	4	7	12	163.88	410.95	2	48
CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1	529.48	4.67	0	8	7	119.93	318.77	1	38
Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1	277.33	3.17	2	5	3	76.72	166.95	0	21
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCO[C@H](CO)CCn1cc2c2ccccc21	441.49	2.94	2	6	1	85.49	265.76	0	33
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1	587.08	5.54	2	9	11	121.63	353.14	2	42
c1cc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2cc1NCC1CCCCC1	511.72	6.55	3	5	6	75.87	308.04	2	38
CS(=O)(=O)CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1	483.98	3.36	3	8	9	113.08	291.0	0	31
CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	558.01	3.78	2	9	9	107.07	335.65	1	39
COC(=O)CN(CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1)CC(=O)OC	637.69	4.95	3	10	13	148.19	383.86	1	45
CCN(CC)CCCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(-c3cc(OC)cc(OC)c3)cc2cn1	536.72	6.16	3	7	13	100.64	323.1	2	39
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)CC(=C)C	505.63	3.77	3	10	13	112.47	304.39	1	37
S=C(NCc1ccccc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1	396.95	4.08	1	3	3	31.4	238.63	0	27
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1	545.69	5.21	2	9	11	106.1	328.41	2	38
CCN1CCN(c2ccc3[nH]c(-c4n[nH]c5ccc(OC(C)c6c(Cl)cncc6Cl)cc45)nc3c2)CC1	536.47	6.09	2	6	6	85.96	322.39	2	37
COc1cc(OC)cc(N(CC2(CNC(C)C)COC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	502.62	4.2	1	9	10	86.56	302.57	1	37
CCOc1cc(N2CCC(N3CCN(C)CC3)CC2)c(Cl)cc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)CC)c3ccccc23)n1	672.68	5.96	1	10	9	95.83	404.35	2	45
Nc1ccc2ncnc(Nc3cccc4c3CCCC4)c2c1	290.37	3.83	2	4	2	63.83	174.79	0	22
CN1CCN(CCCNc2cc3nc(NC(=O)NC(C)(C)C)c(-c4c(Cl)cccc4Cl)cc3cn2)CC1	544.53	5.57	3	6	7	85.42	327.25	2	37
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1cccnc1	464.96	4.16	3	8	9	107.43	279.63	0	33
COc1cc(OC)c(Cl)c(CCOc2ccnc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)c2)c1Cl	559.49	5.47	2	7	9	84.95	336.25	2	38
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1	391.41	3.32	2	8	6	103.24	235.64	0	29
CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1	446.56	3.66	1	8	6	65.99	268.82	0	33
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCN1CCCC1	501.59	3.34	1	8	7	106.85	301.96	1	37
Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1	416.38	4.62	3	5	5	92.51	250.69	0	30
Cc1ccc(NC(=O)c2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1	461.45	4.7	1	5	4	72.7	277.8	0	34
COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	494.39	4.19	2	6	6	79.38	297.06	0	32
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1CCN(C)CC1	410.49	3.33	3	3	4	77.23	247.12	0	30
C=CC(=O)Nc1cc(N2CCNCC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1	601.5	4.75	4	9	9	132.98	361.55	1	41
COc1cc2ncnc(Nc3ccc(I)cc3Cl)c2cc1OC	441.66	4.65	1	5	4	56.27	265.65	0	23
Nc1cc2ncnc(NCc3ccccc3Br)c2cn1	330.19	2.98	2	5	3	76.72	198.21	0	20
FC(F)(F)c1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1	395.39	4.96	1	5	5	55.63	238.03	0	29
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21	329.36	4.06	3	4	4	70.23	198.26	0	25
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2ccc(C#Cc3ccccc3)cc2C1=O	479.57	4.02	1	6	4	80.12	288.64	0	35
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1	598.13	5.47	1	10	3	107.81	359.75	2	41
COCCN(c1cccc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1	389.46	3.82	0	7	7	65.3	234.45	0	29
CCOC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1	695.6	5.92	2	11	10	117.63	418.2	3	45
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21	269.31	2.36	2	6	2	89.85	162.13	0	20
CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nnc2c(n1)c(C)nn2C	431.52	1.07	0	9	5	106.34	259.74	0	30
