MolWt,LogP,HBD,HBA,RotatableBonds,TPSA,Volume,LipinskiViolations,NumAtoms,pIC50
424.55,2.25,2,8,8,92.67,255.58,0,31,6.530177984
522.65,5.49,2,6,7,86.38,314.62,2,39,7.721246399
509.6,6.44,3,9,7,109.87,306.72,2,37,6.017728767
516.65,4.69,0,9,10,77.77,311.01,1,38,8.739928612
555.48,4.9,1,8,10,102.88,333.8,1,36,7.301029996
718.09,3.81,6,11,12,237.81,432.04,3,50,5.842543232
402.45,4.77,1,7,6,78.39,242.27,0,30,4.0
210.24,2.53,1,3,0,67.81,126.55,0,16,2.920818754
418.84,3.7,2,7,5,101.8,251.86,0,30,6.841336019
226.24,2.44,2,4,1,58.28,136.19,0,17,4.301029996
516.94,3.92,2,7,8,109.34,310.93,1,36,7.886056648
502.79,6.93,3,5,7,91.93,301.84,2,33,5.0
542.71,5.36,2,6,7,76.73,326.65,2,39,5.869344651
525.61,3.75,3,7,8,107.03,316.41,1,39,8.721246399
409.49,3.87,1,7,3,95.5,246.51,0,30,5.677780705
332.37,2.16,1,6,3,77.11,200.08,0,25,6.037157319
448.55,3.56,4,6,10,89.1,270.02,0,33,10.0
377.37,4.84,1,5,5,56.27,227.19,0,27,5.0
480.64,3.97,1,8,6,73.83,289.3,0,34,6.448232936
601.54,5.76,1,8,7,86.54,361.55,2,42,7.091514981
422.49,4.89,2,6,6,94.6,254.33,0,31,5.0
562.45,4.02,1,9,9,107.81,338.04,1,38,9.15490196
330.78,2.59,2,6,3,78.96,198.86,0,23,6.468521083
480.96,3.01,3,9,9,113.11,289.26,0,34,8.096910013
438.66,4.16,2,4,4,66.91,263.84,0,23,9.920818754
539.83,5.43,1,7,6,68.74,324.14,2,33,7.301029996
466.57,3.58,2,9,5,103.19,280.88,0,34,7.795880017
471.59,1.7,3,11,7,124.33,283.87,1,33,7.642065153
552.77,4.05,2,8,11,74.54,332.67,1,38,4.818156412
279.3,1.82,3,4,3,110.68,168.14,0,21,5.0
528.62,4.44,3,10,12,118.46,318.23,1,39,7.785156152
600.52,-0.96,8,8,15,257.76,361.56,2,41,4.91721463
306.37,3.15,1,6,2,74.55,184.43,0,23,6.161150909
394.38,4.88,2,5,4,76.14,237.39,0,27,6.321791291
495.59,4.85,0,9,8,81.43,298.34,0,37,7.040005162
542.55,6.44,2,5,10,73.3,326.04,2,37,5.642065153
478.53,5.99,2,6,6,84.73,288.07,1,36,6.0
428.46,3.06,5,4,8,123.32,257.94,0,31,7.0
546.03,5.24,1,9,9,94.65,328.42,2,39,6.004364805
527.02,4.83,1,9,8,87.2,316.99,1,37,6.958607315
493.96,3.35,5,8,8,139.96,297.09,0,35,6.0
353.43,3.6,1,7,5,88.08,212.76,0,26,6.070581074
522.61,3.96,3,8,8,120.34,314.57,1,37,6.806875402
460.37,4.99,2,5,6,83.14,276.58,0,31,5.0
425.58,5.55,2,2,6,48.13,256.17,1,32,5.638272164
398.48,3.33,3,3,7,77.23,239.89,0,29,4.698970004
416.48,4.82,3,3,6,91.42,250.71,0,31,4.0
519.65,5.08,2,7,6,86.28,312.82,2,39,8.657577319
494.57,6.62,1,6,7,77.52,297.67,1,36,5.552841969
566.06,5.59,2,8,6,88.61,340.44,2,39,7.102372909
224.26,2.82,2,1,1,44.89,135.0,0,17,4.0
474.52,3.58,2,9,7,117.55,285.66,0,35,6.207608311
377.49,3.1,0,6,2,71.87,227.24,0,28,7.397940009
496.65,5.68,0,8,9,62.46,298.88,1,34,4.0
482.61,2.42,3,10,8,110.17,290.49,0,34,9.045757491
338.82,4.68,0,5,3,43.08,203.64,0,23,4.180456064
543.86,8.04,1,7,7,69.16,326.51,2,35,7.301029996
195.18,1.44,1,3,0,76.68,117.5,0,15,3.602059991
240.26,2.74,1,4,2,47.28,144.63,0,18,4.397940009
458.54,1.13,0,7,3,101.81,276.0,0,32,6.0
347.85,3.57,1,6,2,78.85,209.13,0,24,6.744727495
495.03,4.61,1,8,7,77.33,297.72,0,35,8.569924944
400.46,3.25,2,6,5,101.51,241.03,0,28,4.301029996
385.85,5.9,1,5,4,47.04,231.95,1,26,8.301029996
494.94,3.79,3,6,8,132.64,297.67,0,35,5.187086643
390.27,4.41,2,4,5,70.15,234.39,0,26,7.091514981
406.87,4.92,2,4,3,79.29,244.61,0,27,7.526221165
489.39,5.39,1,6,7,59.51,294.05,1,31,5.677780705
504.38,6.01,3,7,5,110.75,303.07,2,35,6.27572413
485.95,4.39,2,7,8,88.61,292.27,0,34,5.0
609.7,6.14,4,7,10,115.82,367.0,2,43,8.096910013
282.34,3.18,1,4,6,47.28,169.96,0,21,4.602059991
499.37,4.52,1,8,6,99.25,300.05,0,32,6.060480747
420.5,0.45,4,7,8,149.25,253.11,0,29,5.0
543.67,4.51,1,8,8,106.85,327.29,1,40,8.397940009
378.39,1.58,3,9,5,119.82,227.8,0,28,5.0
489.51,3.86,4,8,4,137.06,294.63,0,35,5.698970004
528.54,5.34,3,8,8,100.64,318.2,2,38,9.0
549.56,4.49,5,5,12,165.5,330.86,1,38,4.886056648
350.81,3.92,2,5,5,71.42,210.91,0,25,5.0
647.69,6.7,3,9,8,116.91,389.91,2,48,7.0
536.56,3.88,2,7,4,82.73,323.03,1,39,7.522878745
448.15,6.36,2,3,4,53.6,268.66,1,26,3.522878745
496.57,3.86,2,6,6,90.98,298.92,0,37,7.823908741
404.47,4.19,3,6,10,96.37,243.48,0,30,7.0
405.39,2.49,2,6,6,128.6,244.02,0,28,5.0
482.97,4.38,2,8,7,91.85,290.47,0,34,5.0
381.82,4.83,1,6,3,69.41,229.57,0,27,5.0
532.57,4.46,1,6,4,65.77,320.61,1,39,9.15490196
310.36,2.48,3,7,2,115.87,186.84,0,23,6.946921557
409.49,4.31,3,5,6,102.84,246.5,0,31,6.318758763
365.39,2.09,2,7,6,90.3,219.97,0,27,6.187086643
535.63,4.3,3,9,8,117.95,322.4,1,38,7.910094889
403.21,1.37,1,7,5,124.2,242.15,0,23,5.663540266
487.59,7.13,1,6,10,72.7,293.52,1,35,6.424812155
452.51,3.44,3,8,6,111.3,272.41,0,33,8.0
517.48,4.29,2,6,7,116.47,311.55,1,37,5.233587153
295.35,2.86,1,6,3,86.69,177.8,0,22,4.795880017
542.52,5.46,2,6,4,93.32,326.61,2,40,8.193820026
335.83,3.53,1,4,7,49.77,201.88,0,23,4.301029996
552.49,6.28,1,7,5,81.49,331.98,2,37,7.886056648
372.43,4.76,1,6,5,69.16,224.19,0,28,5.0
504.02,2.53,4,11,8,131.43,303.11,2,34,9.0
519.47,0.7,8,10,2,197.5,312.73,2,38,4.045757491
495.55,4.15,1,5,4,53.4,298.33,0,36,7.232844134
276.34,3.44,2,4,2,63.83,166.35,0,21,6.599807511
533.46,6.71,1,6,7,70.41,320.57,2,37,7.853871964
732.81,8.33,2,9,9,99.92,441.15,2,54,7.0
346.43,4.8,2,4,4,66.91,208.54,0,26,6.161780778
319.37,2.84,1,7,2,86.92,192.26,0,24,4.958607315
238.25,2.71,2,4,1,66.24,143.42,0,18,5.301029996
603.17,6.67,2,9,11,93.21,362.69,2,39,7.017728767
303.36,2.36,2,6,4,76.5,182.63,0,22,5.431798276
332.39,1.3,2,7,3,129.78,200.06,0,23,4.236572006
369.43,4.5,2,5,5,71.84,222.38,0,28,6.744727495
503.94,4.02,1,7,8,79.82,303.1,1,35,8.698970004
405.29,4.5,3,5,2,105.82,243.43,0,27,6.657577319
449.85,3.32,3,6,7,103.37,270.55,0,31,9.301029996
444.47,4.31,1,6,4,83.48,267.57,0,33,4.876148359
522.35,6.28,4,4,4,87.99,313.86,2,32,7.638272164
612.69,5.37,5,6,15,153.64,368.81,2,42,4.853871964
499.57,4.8,1,7,8,89.05,300.74,0,37,7.397940009
404.43,5.21,2,6,4,79.9,243.42,1,29,6.0
691.62,6.66,3,9,11,124.19,415.8,2,48,9.0
534.66,3.68,2,7,7,86.0,321.85,1,40,9.522878745
598.01,5.14,3,9,10,134.55,359.74,2,42,8.721246399
302.31,1.44,3,7,3,115.87,182.01,0,22,6.392544977
572.54,5.05,2,9,8,118.15,344.7,2,41,8.259637311
364.19,3.91,2,4,3,84.08,218.69,0,24,7.431798276
366.45,2.92,2,7,4,84.73,220.56,0,26,4.301029996
372.43,3.42,2,4,3,74.01,224.19,0,28,4.886056648
439.11,4.92,1,5,4,56.27,263.22,0,23,6.946921557
329.36,1.48,2,8,6,108.31,198.28,0,24,4.187086643
422.49,2.52,1,8,6,108.39,254.34,0,31,6.211124884
392.85,4.63,1,6,3,69.16,236.21,0,28,5.0
438.58,4.19,2,6,5,68.06,263.93,0,30,5.173925197
461.6,2.91,1,7,4,71.55,277.83,0,33,6.853871964
336.3,-1.08,5,8,1,144.52,202.46,0,24,8.619788758
545.06,6.9,1,6,9,59.51,327.83,2,39,6.920818754
577.36,3.81,3,9,13,148.97,347.03,1,37,6.019542108
575.14,6.33,1,9,9,75.64,345.9,2,40,5.0
585.48,5.61,3,6,9,108.48,351.9,2,38,7.443697499
479.85,3.91,2,7,5,100.47,288.61,0,33,8.522878745
361.83,3.85,0,6,5,56.71,217.54,0,25,4.698970004
507.64,5.94,2,5,7,82.08,305.59,2,38,7.37675071
373.33,4.89,1,5,4,67.17,224.76,0,27,5.839999931
409.0,3.74,1,5,11,55.56,245.88,0,27,4.0
326.76,4.17,2,4,2,63.83,196.43,0,23,3.698970004
451.82,3.78,4,6,9,129.23,271.74,0,31,7.638272164
452.99,4.44,2,7,6,90.88,272.42,0,32,5.0
383.84,4.84,1,6,5,76.4,230.79,0,27,8.397940009
343.41,3.93,1,7,5,73.34,206.69,0,24,4.522878745
403.27,5.08,1,5,3,64.35,242.2,1,27,3.823908741
596.02,4.88,2,8,6,107.86,358.54,1,42,9.008773924
543.46,5.2,2,7,9,95.61,326.6,2,37,8.408935393
505.63,5.23,3,6,7,90.87,304.37,2,38,6.184355851
360.38,2.51,2,8,4,107.95,216.95,0,27,5.416121402
452.9,4.68,3,6,7,108.48,272.37,0,32,5.0
440.45,5.99,1,4,4,59.81,265.15,1,33,7.229147988
481.56,7.39,3,4,6,70.23,289.87,1,37,4.301029996
369.86,4.38,2,4,5,70.15,222.37,0,26,5.771343042
618.55,5.53,0,10,6,173.02,372.37,2,46,5.080921908
495.99,5.69,2,6,10,79.38,298.3,1,35,6.0
377.43,1.95,1,9,10,104.27,227.18,0,26,5.283162277
443.43,3.83,2,6,5,93.37,266.96,0,32,8.522878745
312.28,2.28,5,6,2,126.78,188.0,0,23,9.698970004
343.39,1.72,2,8,6,108.31,206.73,0,25,4.744727495
508.51,4.44,3,4,7,116.17,306.13,1,36,4.818156412
534.62,5.24,3,8,12,129.37,321.84,2,40,9.494850022
558.69,5.31,4,8,11,123.75,336.33,2,41,7.443697499
508.02,6.86,2,6,8,66.07,305.5,2,35,7.167491087
421.54,6.17,1,3,4,45.23,253.74,1,32,7.823908741
466.97,4.23,1,7,4,99.16,280.84,0,33,5.795880017
320.36,3.73,3,6,4,91.66,192.85,0,24,5.0
469.55,4.02,1,8,8,103.19,282.66,0,35,8.439973751
1033.29,-3.59,16,16,32,394.41,621.98,3,71,5.0
356.45,5.89,2,4,3,53.6,214.52,1,26,6.853871964
568.73,4.55,1,7,6,88.15,342.37,1,42,6.437707136
596.7,3.42,3,10,9,144.5,359.22,1,44,6.823908741
404.44,3.23,1,6,9,115.61,243.44,0,28,5.318758763
437.53,4.18,3,6,7,109.0,263.34,0,31,9.15490196
549.6,5.96,3,6,5,108.62,330.87,2,40,7.408935393
415.56,6.03,1,4,5,54.88,250.1,1,30,5.0
322.27,3.19,3,6,1,107.97,194.0,0,24,4.627087997
424.39,4.37,3,5,3,105.38,255.5,0,31,7.036212173
449.53,3.46,1,5,9,63.69,270.61,0,33,6.928117993
208.26,3.33,0,2,1,17.82,125.36,0,16,4.301029996
572.67,4.3,4,9,9,132.98,344.75,1,42,7.065501549
294.35,3.39,2,2,2,54.12,177.19,0,22,5.460923901
394.36,3.09,2,8,3,111.97,237.43,0,28,4.698970004
801.9,6.73,2,12,10,121.62,482.74,3,59,6.0
490.61,3.98,1,9,7,75.22,295.34,0,36,6.455931956
547.66,5.71,3,8,9,102.49,329.68,2,41,7.142667504
503.94,5.3,2,6,5,88.61,303.1,2,35,6.155522824
346.42,2.03,2,7,4,115.79,208.51,0,24,4.958607315
235.31,3.0,2,2,4,49.66,141.61,0,16,5.173925197
420.5,0.45,4,7,8,149.25,253.11,0,29,5.0
442.3,4.49,1,8,7,83.96,265.71,0,29,4.698970004
535.36,5.63,3,7,8,117.71,321.75,2,36,4.301029996
437.48,5.64,2,5,6,71.84,263.35,1,33,8.958607315
361.83,2.6,3,4,7,78.79,217.53,0,25,4.301029996
529.53,6.36,2,7,6,97.62,318.79,2,39,7.420216403
775.88,7.61,2,10,11,103.16,467.08,2,57,7.0
540.69,2.81,3,6,9,122.81,325.45,1,38,4.886056648
338.37,3.31,1,7,6,78.39,203.7,0,25,5.0
409.87,5.79,1,5,5,47.04,246.41,1,28,7.148741651
498.93,2.97,4,9,8,137.94,300.09,0,35,7.794795636
427.51,3.59,1,6,5,70.59,257.35,0,32,5.0
388.27,3.84,3,6,6,91.41,233.18,0,24,7.199970641
327.12,3.86,2,4,3,92.47,196.38,0,21,4.0
510.09,4.5,2,8,9,108.11,306.79,1,36,5.086186148
544.56,4.4,1,10,10,142.66,327.83,1,40,6.735182177
575.4,5.89,1,7,7,85.81,345.84,2,39,7.301029996
400.3,4.23,0,4,2,45.03,240.36,0,24,5.869666232
524.25,6.46,2,2,5,35.5,314.42,2,28,5.754487332
503.52,1.28,5,9,7,181.15,303.12,1,37,5.657577319
552.64,5.89,3,10,12,139.97,332.69,2,41,8.0
339.36,1.03,3,7,4,122.05,204.3,0,25,5.696803943
537.62,4.93,1,8,6,97.52,323.64,1,40,6.107905397
404.85,4.3,2,7,5,94.6,243.45,0,28,5.142667504
537.82,5.18,1,7,6,68.74,322.93,2,33,7.301029996
473.43,3.1,5,10,4,175.76,285.02,0,34,5.187086643
343.22,3.76,2,1,1,44.89,206.05,0,21,4.0
520.64,4.47,2,8,6,99.17,313.42,1,39,8.619788758
373.46,4.04,3,5,5,78.94,224.81,0,28,8.698970004
399.25,4.71,2,6,3,68.3,239.78,0,25,5.522878745
438.29,6.3,2,5,5,73.63,263.29,1,30,5.301029996
437.46,4.5,3,5,6,114.51,263.34,0,33,8.657577319
499.55,7.22,3,3,6,86.46,300.71,1,38,7.364516253
1091.12,10.12,1,10,24,107.28,656.28,2,75,6.906578315
270.33,4.05,2,2,2,57.53,162.73,0,20,5.0
365.29,4.3,1,5,2,56.27,219.93,0,26,7.382999659
208.26,3.33,0,2,1,17.82,125.36,0,16,4.301029996
297.11,0.69,4,4,1,96.25,178.31,0,17,5.810509686
674.81,4.98,2,11,12,126.62,406.22,2,50,8.420216403
558.06,3.83,3,9,9,128.79,335.64,1,38,8.259637311
381.84,4.86,3,4,5,79.62,229.59,0,27,4.642065153
483.57,4.18,2,6,6,84.93,291.1,0,36,6.347753659
460.94,4.66,1,7,8,68.74,277.21,0,32,7.455931956
796.9,6.48,2,12,13,143.29,479.7,3,57,6.0
364.3,4.7,1,2,2,41.62,218.7,0,23,5.131943638
650.61,6.65,1,8,9,88.93,391.1,2,45,6.618343517
288.26,2.15,3,6,1,96.22,173.53,0,21,8.0
533.46,5.97,1,7,6,77.31,320.58,2,37,8.397940009
429.52,4.35,2,6,7,93.37,258.56,0,32,5.236572006
425.49,4.21,2,6,6,88.39,256.14,0,32,4.602059991
575.11,7.16,3,7,9,100.64,345.93,2,41,6.087777943
465.59,6.02,2,7,8,74.66,280.23,1,34,8.301029996
522.03,5.08,3,9,8,119.98,313.94,2,36,5.075720714
312.18,3.97,1,4,3,65.78,187.33,0,19,5.800000875
510.57,5.67,2,8,6,74.14,307.38,2,37,7.468521083
463.54,3.86,2,4,3,81.33,279.04,0,35,5.364315237
512.1,3.8,2,5,7,69.61,307.99,1,36,5.0
378.28,4.88,1,4,5,54.88,227.12,0,24,6.229147988
509.37,4.31,1,8,6,77.97,306.09,1,34,7.301029996
238.29,3.16,1,2,3,37.91,143.44,0,18,5.721246399
282.3,2.63,2,5,2,91.48,169.94,0,21,4.0
469.93,2.61,2,8,9,110.19,282.63,0,33,5.37675071
295.35,2.87,2,6,3,89.85,177.8,0,22,8.522878745
549.46,5.11,1,9,11,95.04,330.22,2,37,7.301029996
364.45,3.81,3,5,2,105.82,219.4,0,27,5.379863945
447.52,4.73,2,7,6,98.14,269.36,0,32,7.677780705
563.64,5.92,2,8,7,97.2,339.3,2,42,5.0
476.48,6.69,1,5,4,67.77,286.8,1,34,5.0
452.55,6.23,1,6,13,85.97,272.42,1,33,5.507239611
425.45,3.61,2,8,6,128.47,256.13,0,31,6.048662481
499.52,4.7,2,7,6,102.14,300.68,0,35,8.096910013
273.29,1.45,1,6,2,65.38,164.52,0,20,5.920818754
431.57,3.61,1,6,4,62.44,259.75,0,31,5.568636236
602.67,6.89,3,8,11,100.0,362.82,2,44,5.602059991
411.47,4.85,2,6,6,89.03,247.69,0,31,6.096910013
532.57,4.46,1,6,4,65.77,320.61,1,39,6.0
443.51,3.63,3,6,7,111.27,266.99,0,33,8.494850022
415.86,3.23,2,6,6,93.37,250.07,0,29,7.15490196
506.6,5.14,1,9,11,98.1,304.97,2,37,8.259637311
619.68,6.98,2,8,10,96.68,373.04,2,46,7.0
393.42,4.93,4,3,3,102.4,236.84,0,29,4.470454157
475.55,5.93,1,5,4,70.59,286.27,1,36,6.408935393
315.76,4.04,1,5,4,56.27,189.81,0,22,4.958607315
393.35,5.15,2,2,6,35.5,236.18,1,23,4.65678841
411.29,5.35,1,5,3,59.81,247.03,1,28,7.522878745
508.19,6.29,2,2,5,52.57,304.8,2,28,5.329754147
489.45,4.13,1,7,8,66.29,294.09,0,33,7.22184875
401.85,3.3,3,6,2,94.14,241.63,0,28,3.958607315
319.83,3.82,0,3,7,29.54,192.25,0,22,4.0
683.64,5.85,5,10,8,166.19,411.57,2,49,7.627087997
515.62,3.73,1,8,7,106.85,310.4,1,38,6.372634143
440.55,4.88,2,6,7,84.18,265.11,0,30,4.744727495
421.5,5.14,3,5,6,86.72,253.73,1,32,6.0
495.99,3.45,2,8,6,104.29,298.23,0,32,7.537602002
301.3,2.27,3,6,4,99.35,181.38,0,22,4.0
279.34,3.8,0,3,1,39.07,168.15,0,21,4.455931956
372.45,5.08,3,5,4,73.83,224.16,1,27,9.0
473.46,4.79,1,6,4,108.21,285.04,0,34,5.0
470.5,5.36,1,4,4,67.23,283.25,1,34,8.8569852
486.94,3.35,3,7,10,108.48,292.87,0,34,6.034328029
732.86,7.76,2,10,9,99.92,441.13,2,53,7.0
478.6,6.57,4,5,7,94.06,288.09,1,36,6.0
519.65,5.08,2,7,6,86.28,312.82,2,39,7.769551079
523.69,5.43,2,9,7,85.34,315.25,2,39,9.045757491
334.38,2.68,2,5,4,84.24,201.29,0,25,4.522878745
351.37,1.48,2,5,4,103.97,211.53,0,26,17.29998894
431.5,6.0,2,5,5,79.8,259.74,1,33,4.0
524.87,7.59,0,5,5,37.72,315.07,2,32,4.702677286
570.51,5.52,3,9,8,105.99,342.84,2,38,8.522878745
448.49,5.14,3,6,5,114.61,269.98,1,34,6.920818754
395.42,3.99,1,7,3,99.83,238.04,0,30,5.301029996
528.58,4.68,1,6,6,83.36,318.22,1,38,8.821023053
618.74,4.97,1,11,9,102.05,372.47,2,46,6.744727495
388.44,4.14,2,8,4,109.82,233.84,0,29,5.698970004
476.87,4.52,1,7,7,95.46,286.81,0,33,8.920818754
603.17,5.33,2,7,6,96.94,362.82,2,43,8.508638306
456.33,4.0,2,7,5,88.91,274.1,0,28,9.443697499
520.51,4.64,3,7,7,85.42,312.79,1,35,5.118615343
511.62,2.56,1,10,12,89.8,308.0,1,37,7.0
521.93,5.6,2,6,5,88.61,313.94,2,36,6.053547735
537.6,4.71,1,7,7,97.94,323.6,1,38,7.982966661
340.18,4.88,1,4,2,50.95,204.22,0,21,6.13076828
300.27,1.9,3,6,1,104.06,180.76,0,22,8.0
339.36,3.13,3,5,5,101.16,204.3,0,25,7.248028425
388.23,3.42,3,6,6,100.03,233.15,0,24,7.568636236
283.36,3.61,1,5,4,64.94,170.53,0,20,5.821023053
646.23,3.58,4,7,10,163.88,387.93,1,36,4.408935393
408.55,5.87,0,6,5,44.0,245.84,1,28,4.93930216
489.63,3.1,2,9,7,94.45,294.76,0,36,5.0
446.56,4.58,1,8,9,91.32,268.82,0,33,9.20999648
417.55,4.73,0,5,8,47.48,251.35,0,31,5.920818754
480.97,4.97,1,6,7,59.51,289.26,0,34,7.886056648
1199.47,-1.19,15,16,22,432.79,722.01,3,84,5.823908741
334.73,4.23,0,5,4,53.47,201.24,0,23,5.0
635.68,6.68,2,9,11,105.91,382.68,2,47,7.0
313.34,3.04,2,6,2,89.85,188.63,0,23,8.0
509.01,7.13,1,7,8,63.42,306.09,2,35,8.698970004
475.59,5.31,0,6,6,65.07,286.29,1,35,4.928117993
561.69,5.25,2,7,7,78.84,338.12,2,42,7.638272164
534.66,6.26,3,6,10,85.52,321.85,2,40,8.366531544
309.32,2.91,2,4,3,84.08,186.21,0,23,7.292429824
706.77,6.59,3,8,9,134.36,425.44,2,50,6.375717904
541.65,5.87,2,7,8,97.72,326.07,2,40,7.93930216
437.89,3.19,2,8,5,136.08,263.34,0,31,4.698970004
714.65,5.67,2,11,8,104.32,429.67,3,46,10.30103
549.43,4.53,3,8,7,111.3,330.2,1,36,5.537602002
528.62,3.81,2,8,7,106.17,318.23,1,39,8.935542011
436.9,5.76,3,6,4,104.82,262.74,1,31,6.568636236
468.34,6.27,3,5,7,91.93,281.38,1,32,6.966576245
414.83,3.85,1,8,7,86.98,249.46,0,29,6.301029996
476.58,4.59,1,8,9,88.87,286.89,0,35,8.769551079
585.48,4.58,2,7,9,99.69,351.9,1,38,8.22184875
444.31,4.33,2,5,6,70.15,266.91,0,28,8.0
567.47,6.16,2,8,8,99.87,341.05,2,39,8.677780705
402.43,5.33,3,3,3,89.15,242.26,1,30,7.698970004
522.78,4.36,1,8,6,83.96,313.88,1,32,7.301029996
394.27,5.83,1,4,4,50.95,236.78,1,25,7.251811973
372.48,4.64,2,6,5,86.52,224.22,0,28,4.420216403
678.79,7.82,2,10,9,120.66,408.53,2,48,4.954677021
590.77,8.59,2,6,7,68.06,355.53,2,42,4.0
484.63,3.21,3,8,9,119.14,291.71,0,34,3.0
237.3,3.65,1,1,3,29.1,142.84,0,18,4.910448117
450.38,3.29,2,7,2,119.55,271.15,0,33,5.0
531.39,4.49,4,6,10,117.27,319.34,1,34,7.585026652
303.31,2.13,4,6,5,99.02,182.6,0,22,5.522878745
511.82,5.43,1,6,6,59.51,307.28,2,31,5.795880017
294.32,2.23,2,7,2,113.64,177.18,0,22,6.389339837
445.56,3.76,4,6,9,123.93,268.22,0,32,6.698970004
597.72,7.06,1,9,11,98.28,359.82,2,44,8.15490196
346.3,2.26,0,8,7,130.4,208.49,0,25,4.602059991
391.47,6.73,1,4,5,50.95,235.64,1,30,5.524183587
510.5,2.4,3,9,8,142.1,307.31,1,35,6.0
486.58,3.52,0,9,8,77.77,292.91,0,36,8.530030791
395.46,2.5,1,8,5,95.5,238.07,0,29,7.075720714
1425.8,7.31,6,14,22,302.28,858.27,4,103,4.752026734
424.29,6.33,1,5,4,67.17,254.85,1,29,7.744727495
392.44,3.27,1,7,6,82.09,236.25,0,29,7.920095532
486.41,5.91,1,6,4,76.83,292.25,1,31,5.537602002
263.3,2.83,0,4,4,47.78,158.5,0,20,4.0
264.33,3.58,2,3,2,53.6,159.12,0,20,6.508638306
474.59,4.09,1,9,7,86.54,285.65,0,34,8.034798299
571.01,7.4,2,7,11,94.6,343.46,2,41,7.187086643
445.48,5.04,3,7,7,106.63,268.18,1,33,5.0
278.32,2.53,1,6,2,93.41,167.55,0,21,4.0
544.66,5.35,3,8,7,100.0,327.87,2,41,5.360513511
400.48,5.38,1,6,5,69.16,241.08,1,30,4.0
479.63,4.53,3,7,8,118.29,288.74,0,35,5.782516056
363.85,4.84,3,4,4,79.62,218.75,0,26,3.698970004
384.46,5.1,0,6,5,52.31,231.39,1,28,5.361111575
380.84,4.37,3,6,6,87.75,228.99,0,27,5.0
464.86,3.04,4,6,6,110.71,279.58,0,32,9.15490196
282.3,3.56,1,4,3,59.67,169.93,0,21,4.49757288
305.34,3.24,3,3,3,93.6,183.81,0,23,6.02086153
637.16,5.92,4,7,10,131.26,383.2,2,43,7.54668166
351.36,3.44,3,5,5,96.47,211.52,0,26,6.096910013
454.37,4.95,2,5,6,70.15,272.96,0,29,9.568636236
410.24,4.39,0,2,1,46.5,246.33,0,22,4.397940009
425.52,4.4,3,7,4,111.43,256.11,0,31,6.026872146
554.0,4.93,2,8,12,135.93,333.24,1,39,6.070581074
447.92,3.96,3,7,8,88.17,269.33,0,30,8.0
737.28,7.71,3,9,12,149.64,443.47,2,50,7.886056648
309.32,2.91,2,4,3,84.08,186.21,0,23,7.522878745
595.55,2.46,5,8,13,206.97,358.54,1,42,3.562249437
514.61,3.56,3,9,9,95.54,309.8,1,38,7.318758763
266.3,3.31,0,4,3,44.24,160.3,0,20,4.602059991
297.27,2.3,4,6,3,121.78,178.95,0,22,5.300000202
456.61,3.13,2,4,7,85.51,274.83,0,32,5.585026652
387.24,3.72,2,5,5,76.14,232.55,0,24,6.759450752
456.33,4.38,2,7,6,95.06,274.15,0,31,7.259637311
506.37,4.17,2,7,6,88.61,304.28,1,34,7.301029996
1473.54,-1.08,17,19,43,578.72,887.14,3,103,6.096910013
538.43,4.74,2,9,9,107.07,323.59,1,36,5.070581074
595.09,5.79,3,9,9,111.3,357.98,2,41,9.045757491
662.56,4.31,4,8,13,173.11,398.9,1,46,4.060480747
343.39,4.08,2,4,4,61.44,206.71,0,26,5.060480747
427.87,1.81,2,7,8,141.63,257.27,0,28,5.301029996
543.99,5.82,2,8,9,106.85,327.2,2,39,7.823908741
371.22,4.4,2,5,4,66.91,222.88,0,23,7.397940009
492.65,2.53,2,8,7,84.83,296.52,0,35,7.050609993
411.47,4.85,2,6,6,89.03,247.69,0,31,4.0
305.26,3.37,2,5,2,76.72,183.79,0,22,5.320000084
469.95,4.79,1,6,7,70.59,282.63,0,33,7.568636236
518.4,3.56,4,8,9,170.02,312.12,1,35,6.15490196
505.1,6.62,2,4,10,60.41,303.77,2,36,5.995678626
624.98,7.82,2,7,11,94.6,375.98,2,44,6.142064735
451.45,6.55,1,4,5,56.15,271.78,1,33,5.0
487.94,5.45,2,6,7,79.38,293.47,1,34,9.173925197
400.53,4.56,2,4,3,63.84,241.11,0,30,7.552841969
1141.22,-7.61,24,16,28,629.6,687.09,3,80,4.279014256
441.44,3.28,1,8,6,85.42,265.76,0,32,6.244125144
475.55,2.61,2,9,10,106.43,286.29,0,35,8.78994915
544.51,5.27,1,5,9,66.84,327.17,2,34,5.0
379.24,5.31,1,5,5,52.61,227.74,1,25,7.091514981
388.46,0.4,2,9,4,117.93,233.82,0,27,5.236572006
359.36,0.87,3,5,2,131.35,216.3,0,25,4.886056648
400.44,4.64,2,6,6,85.37,241.06,0,30,5.251811973
577.69,5.39,2,9,12,106.43,347.76,2,43,8.0
224.26,3.24,2,2,1,48.91,135.0,0,17,5.193820026
461.57,3.01,2,7,6,89.62,277.86,0,34,8.245575211
465.55,4.18,1,8,5,112.57,280.26,0,34,6.387216143
406.92,4.98,1,4,4,54.04,244.67,0,29,6.77702355
573.65,4.25,3,9,10,127.18,345.34,1,42,7.826813732
548.04,5.39,2,8,10,97.84,329.64,2,39,6.638272164
441.54,4.34,1,7,7,81.73,265.79,0,33,6.910094889
